data,open,high,low,close,volume ,changepercent
2015/6/5,17905.38 ,17940.78 ,17822.90 ,17849.46 ,0,-0.31%
2015/6/8,17849.46 ,17852.35 ,17760.61 ,17766.55 ,0,-0.46%
2015/6/9,17766.95 ,17817.83 ,17714.97 ,17764.04 ,0,-0.01%
2015/6/10,17765.38 ,18045.14 ,17765.38 ,18000.40 ,0,1.33%
2015/6/11,18001.27 ,18109.77 ,18001.27 ,18039.37 ,0,0.22%
2015/6/12,18035.83 ,18035.83 ,17857.07 ,17898.84 ,0,-0.78%
2015/6/15,17890.76 ,17890.76 ,17698.42 ,17791.17 ,0,-0.60%
2015/6/16,17787.43 ,17919.62 ,17774.12 ,17904.48 ,0,0.64%
2015/6/17,17909.58 ,17998.00 ,17839.65 ,17935.74 ,0,0.17%
2015/6/18,17944.61 ,18174.73 ,17944.61 ,18115.84 ,0,1.00%
2015/6/19,18116.24 ,18117.71 ,18010.58 ,18015.95 ,0,-0.55%
2015/6/22,18027.63 ,18181.67 ,18027.63 ,18119.78 ,0,0.58%
2015/6/23,18121.78 ,18188.81 ,18108.10 ,18144.07 ,0,0.13%
2015/6/24,18139.10 ,18139.10 ,17966.07 ,17966.07 ,0,-0.98%
2015/6/25,17977.11 ,18036.10 ,17890.36 ,17890.36 ,0,-0.42%
2015/6/26,17892.03 ,18013.15 ,17892.03 ,17946.68 ,0,0.31%
2015/6/29,17936.74 ,17936.74 ,17590.55 ,17596.35 ,0,-1.95%
2015/6/30,17599.96 ,17714.66 ,17576.50 ,17619.51 ,0,0.13%
2015/7/1,17638.12 ,17801.83 ,17638.12 ,17757.91 ,0,0.79%
2015/7/2,17763.32 ,17825.49 ,17687.52 ,17730.11 ,0,-0.16%
2015/7/6,17728.08 ,17734.36 ,17564.36 ,17683.58 ,0,-0.26%
2015/7/7,17684.92 ,17793.45 ,17465.68 ,17776.91 ,0,0.53%
2015/7/8,17759.01 ,17759.01 ,17496.22 ,17515.42 ,0,-1.47%
2015/7/9,17530.38 ,17764.85 ,17530.38 ,17548.62 ,0,0.19%
2015/7/10,17561.12 ,17797.49 ,17561.12 ,17760.41 ,0,1.21%
2015/7/13,17787.27 ,17987.57 ,17787.27 ,17977.68 ,0,1.22%
2015/7/14,17974.61 ,18072.82 ,17956.17 ,18053.58 ,0,0.42%
2015/7/15,18053.38 ,18090.39 ,18010.15 ,18050.17 ,0,-0.02%
2015/7/16,18078.16 ,18131.61 ,18065.33 ,18120.25 ,0,0.39%
2015/7/17,18117.58 ,18121.12 ,18032.06 ,18086.45 ,0,-0.19%
2015/7/20,18085.91 ,18137.12 ,18064.50 ,18100.41 ,0,0.08%
2015/7/21,18096.67 ,18096.67 ,17868.34 ,17919.29 ,0,-1.00%
2015/7/22,17918.35 ,17919.35 ,17807.41 ,17851.04 ,0,-0.38%
2015/7/23,17853.78 ,17860.95 ,17705.03 ,17731.92 ,0,-0.67%
2015/7/24,17731.05 ,17756.54 ,17553.73 ,17568.53 ,0,-0.92%
2015/7/27,17561.78 ,17561.78 ,17399.17 ,17440.59 ,0,-0.73%
2015/7/28,17449.81 ,17650.07 ,17449.81 ,17630.27 ,0,1.09%
2015/7/29,17631.40 ,17776.78 ,17629.20 ,17751.39 ,0,0.69%
2015/7/30,17743.24 ,17761.25 ,17640.85 ,17745.98 ,0,-0.03%
2015/7/31,17755.87 ,17783.59 ,17671.59 ,17689.86 ,0,-0.32%
2015/8/3,17696.74 ,17704.76 ,17496.61 ,17598.20 ,0,-0.52%
2015/8/4,17596.93 ,17635.78 ,17505.50 ,17550.69 ,0,-0.27%
2015/8/5,17555.24 ,17661.37 ,17492.90 ,17540.47 ,0,-0.06%
2015/8/6,17542.61 ,17572.04 ,17362.86 ,17419.75 ,0,-0.69%
2015/8/7,17414.94 ,17414.94 ,17279.08 ,17373.38 ,0,-0.27%
2015/8/10,17375.18 ,17629.13 ,17375.18 ,17615.17 ,0,1.39%
2015/8/11,17593.59 ,17593.59 ,17352.63 ,17402.84 ,0,-1.21%
2015/8/12,17382.93 ,17423.90 ,17125.81 ,17402.51 ,0,0.00%
2015/8/13,17401.64 ,17481.78 ,17341.34 ,17408.25 ,0,0.03%
2015/8/14,17410.12 ,17492.90 ,17394.06 ,17477.40 ,0,0.40%
2015/8/17,17472.66 ,17551.40 ,17341.72 ,17545.18 ,0,0.39%
2015/8/18,17537.30 ,17568.40 ,17486.42 ,17511.34 ,0,-0.19%
2015/8/19,17508.74 ,17517.19 ,17282.42 ,17348.73 ,0,-0.93%
2015/8/20,17345.32 ,17345.32 ,16990.69 ,16990.69 ,0,-2.06%
2015/8/21,16990.69 ,16990.69 ,16459.55 ,16459.75 ,0,-3.12%
2015/8/24,16459.75 ,16459.75 ,15370.33 ,15871.35 ,0,-3.57%
2015/8/25,15882.27 ,16312.94 ,15651.24 ,15666.44 ,0,-1.29%
2015/8/26,15676.26 ,16303.75 ,15676.26 ,16285.51 ,0,3.95%
2015/8/27,16285.51 ,16666.69 ,16285.51 ,16654.77 ,0,2.27%
2015/8/28,16649.42 ,16669.97 ,16535.18 ,16643.01 ,0,-0.07%
2015/8/31,16632.02 ,16632.02 ,16444.05 ,16528.03 ,0,-0.69%
2015/9/1,16528.03 ,16528.03 ,15979.95 ,16058.35 ,0,-2.84%
2015/9/2,16058.35 ,16352.58 ,16058.35 ,16351.38 ,0,1.82%
2015/9/3,16364.34 ,16550.07 ,16317.31 ,16374.76 ,0,0.14%
2015/9/4,16371.76 ,16371.76 ,16026.61 ,16102.38 ,0,-1.66%
2015/9/8,16109.93 ,16503.41 ,16109.93 ,16492.68 ,0,2.42%
2015/9/9,16505.04 ,16664.65 ,16220.10 ,16253.57 ,0,-1.45%
2015/9/10,16252.57 ,16441.94 ,16212.08 ,16330.40 ,0,0.47%
2015/9/11,16330.40 ,16434.76 ,16244.65 ,16433.09 ,0,0.63%
2015/9/14,16450.86 ,16450.86 ,16330.87 ,16370.96 ,0,-0.38%
2015/9/15,16382.58 ,16644.11 ,16382.58 ,16599.85 ,0,1.40%
2015/9/16,16599.51 ,16755.98 ,16593.90 ,16739.95 ,0,0.84%
2015/9/17,16738.08 ,16933.43 ,16639.93 ,16674.74 ,0,-0.39%
2015/9/18,16674.74 ,16674.74 ,16343.76 ,16384.58 ,0,-1.74%
2015/9/21,16406.10 ,16578.60 ,16391.88 ,16510.19 ,0,0.77%
2015/9/22,16477.45 ,16477.45 ,16221.73 ,16330.47 ,0,-1.09%
2015/9/23,16332.81 ,16355.29 ,16211.98 ,16279.89 ,0,-0.31%
2015/9/24,16257.11 ,16257.11 ,16016.36 ,16201.32 ,0,-0.48%
2015/9/25,16205.07 ,16465.23 ,16205.07 ,16314.67 ,0,0.70%
2015/9/28,16313.26 ,16313.26 ,15981.85 ,16001.89 ,0,-1.92%
2015/9/29,16001.76 ,16118.89 ,15942.37 ,16049.13 ,0,0.30%
2015/9/30,16057.08 ,16297.60 ,16057.08 ,16284.70 ,0,1.47%
2015/10/1,16278.62 ,16348.87 ,16073.82 ,16272.01 ,0,-0.08%
2015/10/2,16258.25 ,16472.77 ,16013.66 ,16472.37 ,0,1.23%
2015/10/5,16502.10 ,16798.37 ,16502.10 ,16776.43 ,0,1.85%
2015/10/6,16774.02 ,16865.09 ,16746.03 ,16790.19 ,0,0.08%
2015/10/7,16805.42 ,16963.30 ,16765.00 ,16912.29 ,0,0.73%
2015/10/8,16904.17 ,17081.28 ,16859.34 ,17050.75 ,0,0.82%
2015/10/9,17054.69 ,17110.88 ,17027.23 ,17084.49 ,0,0.20%
2015/10/12,17082.29 ,17139.21 ,17064.58 ,17131.86 ,0,0.28%
2015/10/13,17113.55 ,17172.81 ,17034.45 ,17081.89 ,0,-0.29%
2015/10/14,17079.08 ,17111.38 ,16887.67 ,16924.75 ,0,-0.92%
2015/10/15,16944.86 ,17144.42 ,16933.57 ,17141.75 ,0,1.28%
2015/10/16,17141.75 ,17220.02 ,17107.35 ,17215.97 ,0,0.43%
2015/10/19,17209.43 ,17235.95 ,17129.19 ,17230.54 ,0,0.08%
2015/10/20,17228.47 ,17264.88 ,17147.99 ,17217.11 ,0,-0.08%
2015/10/21,17225.93 ,17314.99 ,17153.13 ,17168.61 ,0,-0.28%
2015/10/22,17180.88 ,17505.18 ,17180.88 ,17489.16 ,0,1.87%
2015/10/23,17525.11 ,17679.37 ,17525.11 ,17646.70 ,0,0.90%
2015/10/26,17649.57 ,17660.70 ,17602.51 ,17623.05 ,0,-0.13%
2015/10/27,17608.89 ,17635.18 ,17540.57 ,17581.43 ,0,-0.24%
2015/10/28,17586.69 ,17779.95 ,17556.71 ,17779.52 ,0,1.13%
2015/10/29,17771.50 ,17786.00 ,17684.72 ,17755.80 ,0,-0.13%
2015/10/30,17756.60 ,17799.96 ,17662.87 ,17663.54 ,0,-0.52%
2015/11/2,17672.62 ,17845.90 ,17655.02 ,17828.76 ,0,0.94%
2015/11/3,17819.74 ,17977.85 ,17796.02 ,17918.15 ,0,0.50%
2015/11/4,17929.58 ,17964.12 ,17828.83 ,17867.58 ,0,-0.28%
2015/11/5,17871.25 ,17929.51 ,17779.19 ,17863.43 ,0,-0.02%
2015/11/6,17855.22 ,17912.04 ,17768.60 ,17910.33 ,0,0.26%
2015/11/9,17900.78 ,17900.78 ,17667.78 ,17730.48 ,0,-1.00%
2015/11/10,17724.13 ,17768.66 ,17657.72 ,17758.21 ,0,0.16%
2015/11/11,17769.50 ,17807.18 ,17696.91 ,17702.22 ,0,-0.32%
2015/11/12,17691.93 ,17691.93 ,17443.50 ,17448.07 ,0,-1.44%
2015/11/13,17439.25 ,17439.25 ,17238.89 ,17245.24 ,0,-1.16%
2015/11/16,17229.94 ,17483.01 ,17210.43 ,17483.01 ,0,1.38%
2015/11/17,17486.99 ,17599.33 ,17451.41 ,17489.50 ,0,0.04%
2015/11/18,17485.49 ,17752.16 ,17485.49 ,17737.16 ,0,1.42%
2015/11/19,17739.83 ,17772.97 ,17681.98 ,17732.75 ,0,-0.02%
2015/11/20,17732.75 ,17914.34 ,17732.75 ,17823.81 ,0,0.51%
2015/11/23,17823.61 ,17868.18 ,17751.53 ,17792.68 ,0,-0.17%
2015/11/24,17770.90 ,17862.60 ,17683.51 ,17812.19 ,0,0.11%
2015/11/25,17820.81 ,17854.92 ,17801.83 ,17813.39 ,0,0.01%
2015/11/27,17806.04 ,17830.36 ,17749.32 ,17798.49 ,0,-0.08%
2015/11/30,17802.84 ,17837.24 ,17719.79 ,17719.92 ,0,-0.44%
2015/12/1,17719.72 ,17895.50 ,17719.72 ,17888.35 ,0,0.95%
2015/12/2,17883.14 ,17901.58 ,17708.20 ,17729.68 ,0,-0.89%
2015/12/3,17741.57 ,17780.59 ,17425.56 ,17477.67 ,0,-1.42%
2015/12/4,17482.68 ,17866.47 ,17482.68 ,17847.63 ,0,2.12%
2015/12/7,17845.49 ,17845.49 ,17639.25 ,17730.51 ,0,-0.66%
2015/12/8,17703.99 ,17703.99 ,17485.39 ,17568.00 ,0,-0.92%
2015/12/9,17558.18 ,17767.69 ,17403.51 ,17492.30 ,0,-0.43%
2015/12/10,17493.17 ,17697.74 ,17474.66 ,17574.75 ,0,0.47%
2015/12/11,17574.75 ,17574.75 ,17230.50 ,17265.21 ,0,-1.76%
2015/12/14,17277.11 ,17378.02 ,17138.47 ,17368.50 ,0,0.60%
2015/12/15,17374.78 ,17627.63 ,17341.18 ,17524.91 ,0,0.90%
2015/12/16,17530.85 ,17784.36 ,17483.68 ,17749.09 ,0,1.28%
2015/12/17,17756.54 ,17796.76 ,17493.50 ,17495.84 ,0,-1.43%
2015/12/18,17495.04 ,17496.58 ,17124.31 ,17128.55 ,0,-2.10%
2015/12/21,17154.94 ,17272.36 ,17116.73 ,17251.62 ,0,0.72%
2015/12/22,17253.55 ,17451.11 ,17242.86 ,17417.27 ,0,0.96%
2015/12/23,17427.63 ,17607.92 ,17427.63 ,17602.61 ,0,1.06%
2015/12/24,17593.26 ,17606.34 ,17543.95 ,17552.17 ,0,-0.29%
2015/12/28,17535.66 ,17536.90 ,17437.34 ,17528.27 ,0,-0.14%
2015/12/29,17547.37 ,17750.02 ,17547.37 ,17720.98 ,0,1.10%
2015/12/30,17711.94 ,17714.13 ,17588.87 ,17603.87 ,0,-0.66%
2015/12/31,17590.66 ,17590.66 ,17421.16 ,17425.03 ,0,-1.02%
2016/1/4,17405.48 ,17405.48 ,16957.63 ,17148.94 ,0,-1.58%
2016/1/5,17147.50 ,17195.84 ,17038.61 ,17158.66 ,0,0.06%
2016/1/6,17154.83 ,17154.83 ,16817.62 ,16906.51 ,0,-1.47%
2016/1/7,16888.36 ,16888.36 ,16463.63 ,16514.10 ,0,-2.32%
2016/1/8,16519.17 ,16651.89 ,16314.57 ,16346.45 ,0,-1.02%
2016/1/11,16358.71 ,16461.85 ,16232.03 ,16398.57 ,0,0.32%
2016/1/12,16419.11 ,16591.35 ,16322.07 ,16516.22 ,0,0.72%
2016/1/13,16526.63 ,16593.51 ,16123.20 ,16151.41 ,0,-2.21%
2016/1/14,16159.01 ,16482.05 ,16075.12 ,16379.05 ,0,1.41%
2016/1/15,16354.33 ,16354.33 ,15842.11 ,15988.08 ,0,-2.39%
2016/1/19,16009.45 ,16171.96 ,15900.25 ,16016.02 ,0,0.17%
2016/1/20,15989.45 ,15989.45 ,15450.56 ,15766.74 ,0,-1.56%
2016/1/21,15768.87 ,16038.59 ,15704.66 ,15882.68 ,0,0.74%
2016/1/22,15921.10 ,16136.79 ,15921.10 ,16093.51 ,0,1.33%
2016/1/25,16086.46 ,16086.46 ,15880.15 ,15885.22 ,0,-1.29%
2016/1/26,15893.16 ,16185.79 ,15893.16 ,16167.23 ,0,1.78%
2016/1/27,16168.74 ,16235.03 ,15878.30 ,15944.46 ,0,-1.38%
2016/1/28,15960.28 ,16102.14 ,15863.72 ,16069.64 ,0,0.79%
2016/1/29,16090.26 ,16466.30 ,16090.26 ,16466.30 ,0,2.47%
2016/2/1,16453.63 ,16510.98 ,16299.47 ,16449.18 ,0,-0.10%
2016/2/2,16420.21 ,16420.21 ,16108.44 ,16153.54 ,0,-1.80%
2016/2/3,16186.20 ,16381.69 ,15960.45 ,16336.66 ,0,1.13%
2016/2/4,16329.67 ,16485.84 ,16266.16 ,16416.58 ,0,0.49%
2016/2/5,16417.95 ,16423.63 ,16129.81 ,16204.97 ,0,-1.29%
2016/2/8,16147.51 ,16147.51 ,15803.55 ,16027.05 ,0,-1.10%
2016/2/9,16005.41 ,16136.62 ,15881.11 ,16014.38 ,0,-0.08%
2016/2/10,16035.61 ,16201.89 ,15899.91 ,15914.74 ,0,-0.62%
2016/2/11,15897.82 ,15897.82 ,15503.01 ,15660.18 ,0,-1.60%
2016/2/12,15691.62 ,15974.04 ,15691.62 ,15973.84 ,0,2.00%
2016/2/16,16012.39 ,16196.41 ,16012.39 ,16196.41 ,0,1.39%
2016/2/17,16217.98 ,16486.12 ,16217.98 ,16453.83 ,0,1.59%
2016/2/18,16483.76 ,16511.84 ,16390.43 ,16413.43 ,0,-0.25%
2016/2/19,16410.96 ,16410.96 ,16278.00 ,16391.99 ,0,-0.13%
2016/2/22,16417.13 ,16664.24 ,16417.13 ,16620.66 ,0,1.40%
2016/2/23,16610.39 ,16610.39 ,16403.53 ,16431.78 ,0,-1.14%
2016/2/24,16418.84 ,16507.39 ,16165.86 ,16484.99 ,0,0.32%
2016/2/25,16504.38 ,16697.98 ,16458.42 ,16697.29 ,0,1.29%
2016/2/26,16712.70 ,16795.98 ,16623.91 ,16639.97 ,0,-0.34%
2016/2/29,16634.15 ,16726.12 ,16510.40 ,16516.50 ,0,-0.74%
2016/3/1,16545.67 ,16865.56 ,16545.67 ,16865.08 ,0,2.11%
2016/3/2,16851.17 ,16900.17 ,16766.32 ,16899.32 ,0,0.20%
2016/3/3,16896.17 ,16944.31 ,16820.73 ,16943.90 ,0,0.26%
2016/3/4,16945.00 ,17062.38 ,16898.84 ,17006.77 ,0,0.37%
2016/3/7,16991.29 ,17099.25 ,16940.48 ,17073.95 ,0,0.40%
2016/3/8,17050.67 ,17072.79 ,16921.51 ,16964.10 ,0,-0.64%
2016/3/9,16969.17 ,17048.50 ,16947.94 ,17000.36 ,0,0.21%
2016/3/10,17006.05 ,17130.11 ,16821.86 ,16995.13 ,0,-0.03%
2016/3/11,17014.99 ,17220.09 ,17014.99 ,17213.31 ,0,1.28%
2016/3/14,17207.49 ,17275.07 ,17161.16 ,17229.13 ,0,0.09%
2016/3/15,17217.15 ,17251.70 ,17120.35 ,17251.53 ,0,0.13%
2016/3/16,17249.34 ,17379.18 ,17204.07 ,17325.76 ,0,0.43%
2016/3/17,17321.38 ,17529.01 ,17297.65 ,17481.49 ,0,0.90%
2016/3/18,17481.49 ,17620.58 ,17481.49 ,17602.30 ,0,0.69%
2016/3/21,17589.70 ,17644.97 ,17551.28 ,17623.87 ,0,0.12%
2016/3/22,17602.71 ,17648.94 ,17540.42 ,17582.57 ,0,-0.23%
2016/3/23,17588.81 ,17588.81 ,17486.27 ,17502.59 ,0,-0.45%
2016/3/24,17485.33 ,17517.14 ,17399.01 ,17515.73 ,0,0.08%
2016/3/28,17526.08 ,17583.81 ,17493.03 ,17535.39 ,0,0.11%
2016/3/29,17512.58 ,17642.81 ,17434.27 ,17633.11 ,0,0.56%
2016/3/30,17652.36 ,17790.11 ,17652.36 ,17716.66 ,0,0.47%
2016/3/31,17716.05 ,17755.70 ,17669.72 ,17685.09 ,0,-0.18%
2016/4/1,17661.74 ,17811.48 ,17568.02 ,17792.75 ,0,0.61%
2016/4/4,17799.39 ,17806.38 ,17710.67 ,17737.00 ,0,-0.31%
2016/4/5,17718.03 ,17718.03 ,17579.56 ,17603.32 ,0,-0.75%
2016/4/6,17605.45 ,17723.55 ,17542.54 ,17716.05 ,0,0.64%
2016/4/7,17687.28 ,17687.28 ,17484.23 ,17541.96 ,0,-0.98%
2016/4/8,17555.39 ,17694.51 ,17528.16 ,17576.96 ,0,0.20%
2016/4/11,17586.48 ,17731.63 ,17555.90 ,17556.41 ,0,-0.12%
2016/4/12,17571.34 ,17744.43 ,17553.57 ,17721.25 ,0,0.94%
2016/4/13,17741.66 ,17918.35 ,17741.66 ,17908.28 ,0,1.06%
2016/4/14,17912.25 ,17962.14 ,17885.44 ,17926.43 ,0,0.10%
2016/4/15,17925.95 ,17937.65 ,17867.41 ,17897.46 ,0,-0.16%
2016/4/18,17890.20 ,18009.53 ,17848.22 ,18004.16 ,0,0.60%
2016/4/19,18012.10 ,18103.46 ,17984.43 ,18053.60 ,0,0.27%
2016/4/20,18059.49 ,18167.63 ,18031.21 ,18096.27 ,0,0.24%
2016/4/21,18092.84 ,18107.29 ,17963.89 ,17982.52 ,0,-0.63%
2016/4/22,17985.05 ,18026.85 ,17909.89 ,18003.75 ,0,0.12%
2016/4/25,17990.94 ,17990.94 ,17855.55 ,17977.24 ,0,-0.15%
2016/4/26,17987.38 ,18043.77 ,17934.17 ,17990.32 ,0,0.07%
2016/4/27,17996.14 ,18084.66 ,17920.26 ,18041.55 ,0,0.28%
2016/4/28,18023.88 ,18035.73 ,17796.55 ,17830.76 ,0,-1.17%
2016/4/29,17813.09 ,17814.83 ,17651.98 ,17773.64 ,0,-0.32%
2016/5/2,17783.78 ,17912.35 ,17773.71 ,17891.16 ,0,0.66%
2016/5/3,17870.75 ,17870.75 ,17670.88 ,17750.91 ,0,-0.78%
2016/5/4,17735.02 ,17738.06 ,17609.01 ,17651.26 ,0,-0.56%
2016/5/5,17664.48 ,17736.11 ,17615.82 ,17660.71 ,0,0.05%
2016/5/6,17650.30 ,17744.54 ,17580.38 ,17740.63 ,0,0.45%
2016/5/9,17743.85 ,17783.16 ,17668.38 ,17705.91 ,0,-0.20%
2016/5/10,17726.66 ,17934.61 ,17726.66 ,17928.35 ,0,1.26%
2016/5/11,17919.03 ,17919.03 ,17711.05 ,17711.12 ,0,-1.21%
2016/5/12,17722.01 ,17798.19 ,17625.38 ,17720.50 ,0,0.05%
2016/5/13,17711.12 ,17734.74 ,17512.48 ,17535.32 ,0,-1.05%
2016/5/16,17531.76 ,17755.80 ,17531.76 ,17710.71 ,0,1.00%
2016/5/17,17701.46 ,17701.46 ,17469.92 ,17529.98 ,0,-1.02%
2016/5/18,17501.28 ,17636.22 ,17418.21 ,17526.62 ,0,-0.02%
2016/5/19,17514.16 ,17514.16 ,17331.07 ,17435.40 ,0,-0.52%
2016/5/20,17437.32 ,17571.75 ,17437.32 ,17500.94 ,0,0.38%
2016/5/23,17507.04 ,17550.70 ,17480.05 ,17492.93 ,0,-0.05%
2016/5/24,17525.19 ,17742.59 ,17525.19 ,17706.05 ,0,1.22%
2016/5/25,17735.09 ,17891.71 ,17735.09 ,17851.51 ,0,0.82%
2016/5/26,17859.52 ,17888.66 ,17803.82 ,17828.29 ,0,-0.13%
2016/5/27,17826.85 ,17873.22 ,17824.73 ,17873.22 ,0,0.25%
2016/5/31,17891.50 ,17899.24 ,17724.03 ,17787.20 ,0,-0.48%
2016/6/1,17754.55 ,17809.18 ,17664.79 ,17789.67 ,0,0.01%
2016/6/2,17789.05 ,17838.56 ,17703.55 ,17838.56 ,0,0.27%
2016/6/3,17799.80 ,17833.17 ,17689.68 ,17807.06 ,0,-0.18%
2016/6/6,17825.69 ,17949.68 ,17822.81 ,17920.33 ,0,0.64%
2016/6/7,17936.22 ,18003.23 ,17936.22 ,17938.28 ,0,0.10%
2016/6/8,17931.91 ,18016.00 ,17931.91 ,18005.05 ,0,0.37%
2016/6/9,17969.98 ,18005.22 ,17915.88 ,17985.19 ,0,-0.11%
2016/6/10,17938.82 ,17938.82 ,17812.34 ,17865.34 ,0,-0.67%
2016/6/13,17830.50 ,17893.28 ,17731.35 ,17732.48 ,0,-0.74%
2016/6/14,17710.77 ,17733.92 ,17595.79 ,17674.82 ,0,-0.33%
2016/6/15,17703.65 ,17762.96 ,17629.01 ,17640.17 ,0,-0.20%
2016/6/16,17602.23 ,17754.91 ,17471.29 ,17733.10 ,0,0.53%
2016/6/17,17733.44 ,17733.44 ,17602.78 ,17675.16 ,0,-0.33%
2016/6/20,17736.87 ,17946.36 ,17736.87 ,17804.87 ,0,0.73%
2016/6/21,17827.33 ,17877.84 ,17799.80 ,17829.73 ,0,0.14%
2016/6/22,17832.67 ,17920.16 ,17770.36 ,17780.83 ,0,-0.27%
2016/6/23,17844.11 ,18011.07 ,17844.11 ,18011.07 ,0,1.29%
2016/6/24,17946.63 ,17946.63 ,17356.34 ,17400.75 ,0,-3.39%
2016/6/27,17355.21 ,17355.21 ,17063.08 ,17140.24 ,0,-1.50%
2016/6/28,17190.51 ,17409.72 ,17190.51 ,17409.72 ,0,1.57%
2016/6/29,17456.02 ,17704.51 ,17456.02 ,17694.68 ,0,1.64%
2016/6/30,17712.76 ,17930.61 ,17711.80 ,17929.99 ,0,1.33%
2016/7/1,17924.24 ,18002.38 ,17916.91 ,17949.37 ,0,0.11%
2016/7/5,17904.45 ,17904.45 ,17785.28 ,17840.62 ,0,-0.61%
2016/7/6,17807.47 ,17926.91 ,17713.45 ,17918.62 ,0,0.44%
2016/7/7,17924.24 ,17984.95 ,17816.65 ,17895.88 ,0,-0.13%
2016/7/8,17971.22 ,18166.77 ,17971.22 ,18146.74 ,0,1.40%
2016/7/11,18161.53 ,18283.90 ,18161.53 ,18226.93 ,0,0.44%
2016/7/12,18259.12 ,18371.95 ,18259.12 ,18347.67 ,0,0.66%
2016/7/13,18356.78 ,18390.16 ,18315.76 ,18372.12 ,0,0.13%
2016/7/14,18414.30 ,18537.57 ,18414.30 ,18506.41 ,0,0.73%
2016/7/15,18508.88 ,18557.43 ,18471.62 ,18516.55 ,0,0.05%
2016/7/18,18521.55 ,18556.13 ,18489.84 ,18533.05 ,0,0.09%
2016/7/19,18503.12 ,18562.53 ,18495.11 ,18559.01 ,0,0.14%
2016/7/20,18582.70 ,18622.01 ,18555.65 ,18595.03 ,0,0.19%
2016/7/21,18589.96 ,18590.44 ,18469.67 ,18517.23 ,0,-0.42%
2016/7/22,18524.15 ,18571.30 ,18491.59 ,18570.85 ,0,0.29%
2016/7/25,18554.49 ,18555.69 ,18452.62 ,18493.06 ,0,-0.42%
2016/7/26,18497.37 ,18522.47 ,18387.22 ,18473.75 ,0,-0.10%
2016/7/27,18473.27 ,18542.39 ,18430.94 ,18472.17 ,0,-0.01%
2016/7/28,18461.01 ,18483.26 ,18368.82 ,18456.35 ,0,-0.09%
2016/7/29,18442.52 ,18466.55 ,18371.12 ,18432.24 ,0,-0.13%
2016/8/1,18434.50 ,18467.03 ,18355.75 ,18404.51 ,0,-0.15%
2016/8/2,18401.15 ,18403.65 ,18247.79 ,18313.77 ,0,-0.49%
2016/8/3,18313.08 ,18355.00 ,18283.23 ,18355.00 ,0,0.23%
2016/8/4,18351.43 ,18397.87 ,18325.17 ,18352.05 ,0,-0.02%
2016/8/5,18402.80 ,18543.53 ,18402.80 ,18543.53 ,0,1.04%
2016/8/8,18540.65 ,18569.31 ,18502.03 ,18529.29 ,0,-0.08%
2016/8/9,18538.05 ,18585.32 ,18507.75 ,18533.05 ,0,0.02%
2016/8/10,18541.48 ,18561.75 ,18468.78 ,18495.66 ,0,-0.20%
2016/8/11,18519.08 ,18638.34 ,18519.08 ,18613.52 ,0,0.64%
2016/8/12,18595.65 ,18606.06 ,18535.86 ,18576.47 ,0,-0.20%
2016/8/15,18588.59 ,18668.44 ,18588.59 ,18636.05 ,0,0.32%
2016/8/16,18614.48 ,18614.86 ,18550.65 ,18552.02 ,0,-0.45%
2016/8/17,18537.09 ,18582.35 ,18468.68 ,18573.94 ,0,0.12%
2016/8/18,18566.54 ,18600.82 ,18533.29 ,18597.70 ,0,0.13%
2016/8/19,18585.17 ,18585.17 ,18491.24 ,18552.57 ,0,-0.24%
2016/8/22,18535.86 ,18570.92 ,18466.86 ,18529.42 ,0,-0.12%
2016/8/23,18568.94 ,18631.60 ,18545.52 ,18547.30 ,0,0.10%
2016/8/24,18537.50 ,18539.15 ,18448.27 ,18481.48 ,0,-0.35%
2016/8/25,18471.21 ,18497.68 ,18431.46 ,18448.41 ,0,-0.18%
2016/8/26,18467.92 ,18572.09 ,18335.34 ,18395.40 ,0,-0.29%
2016/8/29,18421.29 ,18523.09 ,18419.92 ,18502.99 ,0,0.58%
2016/8/30,18491.28 ,18514.29 ,18408.52 ,18454.30 ,0,-0.26%
2016/8/31,18436.70 ,18439.68 ,18333.56 ,18400.88 ,0,-0.29%
2016/9/1,18396.57 ,18430.05 ,18295.48 ,18419.30 ,0,0.10%
2016/9/2,18466.01 ,18544.76 ,18439.10 ,18491.96 ,0,0.39%
2016/9/6,18493.40 ,18551.54 ,18450.32 ,18538.12 ,0,0.25%
2016/9/7,18527.71 ,18536.89 ,18474.77 ,18526.14 ,0,-0.06%
2016/9/8,18486.69 ,18506.24 ,18446.69 ,18479.91 ,0,-0.25%
2016/9/9,18404.17 ,18404.17 ,18085.45 ,18085.45 ,0,-2.13%
2016/9/12,18028.95 ,18358.69 ,17994.84 ,18325.07 ,0,1.32%
2016/9/13,18262.99 ,18262.99 ,18028.06 ,18066.75 ,0,-1.41%
2016/9/14,18073.39 ,18163.48 ,17992.21 ,18034.77 ,0,-0.18%
2016/9/15,18024.91 ,18250.11 ,18015.49 ,18212.48 ,0,0.99%
2016/9/16,18217.21 ,18217.21 ,18070.21 ,18123.80 ,0,-0.49%
2016/9/19,18154.82 ,18254.88 ,18093.05 ,18120.17 ,0,-0.02%
2016/9/20,18175.36 ,18227.21 ,18128.80 ,18129.96 ,0,0.05%
2016/9/21,18164.96 ,18307.43 ,18121.57 ,18293.70 ,0,0.90%
2016/9/22,18343.76 ,18449.88 ,18343.76 ,18392.46 ,0,0.54%
